,0
W0,3.0631460701258106e-09
W1,5.167236194481006e-09
W2,4.2249453935383485e-08
W3,5.284864879051554e-09
W4,2.751115668608861e-09
W5,4.071391335180863e-09
W6,1.5386478979806384e-08
