,,W0,W1,W2,W3,W4,W5,W6
F0,S0,3.2222437386353e-08,5.357774408463308e-08,3.086783880127493e-08,3.165071814539883e-08,5.489970921711337e-08,2.036022883682854e-08,2.5455042763067715e-08
F0,S1,2.6561412999850143e-08,5.9602511895674556e-08,3.3110843085936334e-08,3.732231856958869e-08,5.314545061308163e-08,1.6958622078984504e-08,2.8814977943116126e-08
F0,S2,4.061478753011008e-08,9.767851870199989e-08,4.6102710733549716e-08,3.9586242239391925e-08,9.50146310314608e-08,3.9532596882468846e-08,3.458878189242925e-08
F0,S3,3.974123188851368e-08,6.714411646201943e-08,3.545647029380053e-08,4.74406595440895e-08,6.932798055173823e-08,2.6005095856918785e-08,3.0106807277064465e-08
F0,S4,4.480781432826183e-08,6.06655336298252e-08,3.798697679643562e-08,4.5077198585148284e-08,7.867585329199209e-08,2.664991925736536e-08,3.1052713038387875e-08
F0,S5,2.5164210483649897e-08,5.476131555977769e-08,3.3411481065139135e-08,3.163665721592997e-08,5.178795073949529e-08,1.648996705867231e-08,2.655252642034871e-08
F0,S6,4.63986978340081e-08,5.818204430061217e-08,3.683379810405143e-08,3.527541900347035e-08,8.561339460757222e-08,2.985938319764505e-08,2.8781771138682348e-08
F0,S7,6.397263970925475e-08,8.592071150006887e-08,5.95362171749019e-08,4.428116169629685e-08,1.4283887836407833e-07,3.455455071892317e-08,4.282111528668946e-08
F0,S8,1.3413754359106702e-07,7.50636259587311e-08,7.070725647424679e-08,4.210185800805361e-08,2.5274734049147464e-07,6.272912268547703e-08,3.846196167648322e-08
F0,S9,3.851519109005992e-08,1.006093149526714e-07,7.027456165073737e-08,4.24495973042027e-08,1.0642104430667517e-07,2.8432158770404563e-08,4.134918305915538e-08
F0,S10,3.507037204307314e-08,8.303430405411764e-08,1.405141090559917e-07,4.365823664118514e-08,1.3203414136723543e-07,2.5396603695862138e-08,5.130433545481561e-08
F0,S11,2.5651273949577853e-08,5.343151010229785e-08,3.497305615772268e-08,3.783093077473521e-08,5.291987779154236e-08,1.608163828616679e-08,3.1017017539035225e-08
F0,S12,2.833382954033319e-08,5.303932156436264e-08,3.647572085873711e-08,3.483198580649576e-08,5.966275861516843e-08,1.736189335625712e-08,2.7763444402287295e-08
F0,S13,3.1751861008277217e-08,8.095856043933842e-08,4.2927348192988764e-08,3.813881919498654e-08,6.833422923837411e-08,2.1239082797981847e-08,3.3390709477383204e-08
F0,S14,2.824026639538673e-08,6.033660902878004e-08,4.675309311572791e-08,3.524770520313827e-08,6.693869459027218e-08,1.8585669650114988e-08,2.980856530554998e-08
F0,S15,2.854296474047883e-08,7.67394430556558e-08,4.055511639569141e-08,3.848661371464387e-08,6.669960500466877e-08,2.1954722898561787e-08,3.133121017055622e-08
F0,S16,3.503026251739499e-08,7.83011751918679e-08,5.094046604437802e-08,4.2090615942805264e-08,8.756337061841888e-08,2.377855911306609e-08,3.8689607194159865e-08
F0,S17,2.5139151216639548e-08,5.882231619213442e-08,3.219586638708497e-08,3.275796851898697e-08,5.207480140431438e-08,1.787503991512954e-08,2.6330613685107093e-08
F0,S18,2.8830786341577365e-08,5.4380250693304555e-08,3.15067139666075e-08,4.0400329628035775e-08,5.481303160023874e-08,1.8014845223771503e-08,3.053416244569753e-08
F0,S19,5.5784431151879036e-08,6.059652697080426e-08,3.822094373849822e-08,3.480150635881719e-08,9.70662118955352e-08,3.14384662416912e-08,2.982855600771429e-08
F0,S20,5.02141479469364e-08,5.687096120155361e-08,3.8459555315786756e-08,3.4135023653483747e-08,7.518540128387166e-08,2.6664539828544633e-08,2.87082255563992e-08
F0,S21,1.1345232885038678e-07,7.156289434957345e-08,6.290226856093969e-08,5.68346449153294e-08,2.6405142986613977e-07,6.269247183253761e-08,6.280989412493912e-08
F0,S22,3.168376418436626e-08,6.972447526006824e-08,3.8415072001786505e-08,3.3854070797486446e-08,6.426832980712615e-08,2.132439211774539e-08,2.977833837207681e-08
F0,S23,4.5383334254397886e-08,6.916313093649185e-08,4.8088198654437696e-08,4.0186606472533616e-08,1.0482453380266953e-07,3.1014641160565456e-08,3.63738374671221e-08
F0,S24,4.754584109505029e-08,1.1774910315682754e-07,6.963521106935073e-08,4.178612057563487e-08,1.0608995654379068e-07,2.855569271500854e-08,3.823383685739694e-08
F0,S25,4.9751381734108525e-08,1.562199974119177e-07,1.036611676272004e-07,5.791530538649521e-08,1.464360047614096e-07,3.1536157227992847e-08,5.045620784152393e-08
F0,S26,5.679044852992499e-08,7.232861783191399e-08,5.8785653231006623e-08,3.903758980986237e-08,1.2128954206834076e-07,3.156731373609056e-08,3.5223202814937905e-08
F0,S27,3.587644217219487e-08,5.600744744045718e-08,5.3467809560202036e-08,4.080652373622259e-08,7.538749482734597e-08,1.9868406124010795e-08,3.6624200281109213e-08
F0,S28,2.5337367671181948e-08,5.341618535960399e-08,3.439134105414387e-08,3.110270485818953e-08,5.466332594810352e-08,1.6857494350269325e-08,2.6896552801351073e-08
F0,S29,3.313966249405199e-08,6.61526748776943e-08,3.5502290697649054e-08,4.4290565310146215e-08,5.952069400215034e-08,2.098108601658242e-08,3.008652989440824e-08
F0,S30,2.7011246800581027e-08,6.129796250890305e-08,3.802013117585817e-08,3.724633795783226e-08,5.87216601140255e-08,1.79942152807808e-08,3.093348833596194e-08
F0,S31,3.745082419752652e-08,9.50451155252967e-08,4.696980707109014e-08,6.500445545581212e-08,7.890154318483932e-08,2.873460662976157e-08,3.8476005421681157e-08
F0,S32,2.9556250637721088e-08,5.803133045051528e-08,3.806677580772074e-08,3.930827078319972e-08,6.251512339104407e-08,1.8784808905901374e-08,3.496684344058005e-08
F0,S33,3.4552680098874264e-08,6.298385770395986e-08,3.768985295230364e-08,4.288692138961539e-08,6.631334740094902e-08,2.0756826528791935e-08,3.435380351097755e-08
F0,S34,5.00944447924504e-08,7.100407173483295e-08,5.0192989203949954e-08,5.2169506315630646e-08,9.826461116979435e-08,2.8835846944341182e-08,3.862723405271789e-08
F0,S35,2.5443395835776682e-08,6.001291006405279e-08,3.496270576603629e-08,3.624151284970239e-08,5.1978281595190535e-08,1.7179152167192945e-08,2.8754260814005687e-08
F0,S36,5.722053671693176e-08,8.86178556549484e-08,5.1435644799591675e-08,4.668726883020791e-08,1.1779132703063728e-07,4.274428954288357e-08,4.4350325634939654e-08
F0,S37,3.353974662320925e-08,8.201837662082728e-08,4.892169445886913e-08,5.613425325625453e-08,7.27018929056439e-08,2.206012408809265e-08,3.796563579484655e-08
F0,S38,3.0776798335398366e-08,5.700857604550166e-08,3.748260015766191e-08,4.072661368444332e-08,5.830694469030844e-08,1.7765029830494288e-08,3.178031476681254e-08
F0,S39,4.613661236387821e-08,1.6554429118031768e-07,8.765801737421266e-08,5.437707752545921e-08,1.262870956112613e-07,4.683615303647891e-08,4.7406347378490276e-08
F0,S40,3.179419638147502e-08,7.534885201609852e-08,4.815538610599011e-08,4.85466166355372e-08,7.76875364725009e-08,2.196043426560293e-08,4.6719112268008225e-08
F0,S41,3.0161903181729365e-08,7.024659772949049e-08,7.125787443773557e-08,5.2903828329857877e-08,7.067531402523904e-08,1.9076190124377374e-08,4.901321737000456e-08
F0,S42,2.702280376517635e-08,6.413016536863231e-08,3.8489130059863554e-08,4.723039188900747e-08,5.736089595741946e-08,1.827377112518326e-08,3.680667077733861e-08
F0,S43,3.200157424812835e-08,6.418949001926988e-08,4.436203908476557e-08,3.5950104332548676e-08,6.898544237292667e-08,1.9713677187934654e-08,3.0299381341495604e-08
F0,S44,4.098934214501178e-08,8.559007475174991e-08,6.634005967806951e-08,3.7238834538718957e-08,1.0621006859277452e-07,3.096658416746983e-08,3.8065954733161024e-08
F0,S45,2.8407088959618485e-08,6.421562318408492e-08,3.784312215970122e-08,4.147541819504985e-08,6.017982716252329e-08,1.8326135965957824e-08,3.15508736122378e-08
F0,S46,3.0224615548633934e-08,6.842019651914302e-08,4.536962242499229e-08,3.436118352410543e-08,7.077509224679204e-08,2.0470661730766055e-08,3.2272726403135934e-08
F0,S47,2.523603920646977e-08,5.138972543801605e-08,3.220317358760074e-08,3.601546923725612e-08,5.142504954099804e-08,1.627024578540246e-08,3.029375372823585e-08
F0,S48,2.9122262450348603e-08,6.507448415970037e-08,4.3884327112263457e-08,3.806555649312811e-08,6.561531328436035e-08,1.9353467193923913e-08,3.244948988720986e-08
