,0
W0,7.376479427279037e-10
W1,1.5425771771049313e-09
W2,1.931169668623056e-09
W3,1.25761567826288e-09
W4,7.343055608011184e-09
W5,7.129271062389364e-09
W6,2.354777883795123e-08
