,0
W0,6.922744599791031e-10
W1,6.270989283407857e-10
W2,4.3222547763122066e-10
W3,2.38055686274663e-09
W4,1.2308100427738111e-08
W5,2.2894754980740117e-09
W6,1.7142063324371295e-09
