,0
W0,2.989888669979734e-09
W1,1.8267931056747955e-08
W2,3.7175038380965475e-08
W3,5.081974840948078e-10
W4,3.5820698629507315e-09
W5,1.5028309041653642e-08
W6,5.186946427926387e-10
