,0
W0,2.7154700710241286e-10
W1,5.922468737651343e-09
W2,6.094009741275386e-10
W3,1.1909929042985823e-08
W4,1.1275684830280852e-09
W5,2.9107254384541648e-09
W6,8.237562854063184e-10
