,0
W0,7.503480725645773e-09
W1,1.2332550536342524e-09
W2,1.5193823199588508e-08
W3,7.885854191869157e-10
W4,2.3913535596165048e-09
W5,2.4782965679648328e-09
W6,2.0642453302244235e-09
