,0
W0,1.343893185623557e-08
W1,2.054080683322468e-09
W2,5.710094619360007e-10
W3,2.74673968014838e-08
W4,3.85870357888507e-09
W5,1.5948169451718286e-09
W6,1.2200891408298276e-09
