,0
W0,4.5684067639939485e-09
W1,2.6459883173401977e-09
W2,2.870531701226753e-09
W3,2.557808598258049e-08
W4,2.1237465461232397e-05
W5,5.973178618390307e-09
W6,3.637382284260582e-09
