,0
W0,5.04062125372684e-10
W1,3.422229055694004e-09
W2,2.564097711932334e-09
W3,8.931896222641456e-09
W4,4.781898210737268e-10
W5,9.727476601995022e-10
W6,8.539109116689758e-06
