,0
W0,5.188596330363282e-09
W1,1.2651907299598975e-09
W2,5.705711458858787e-10
W3,1.6441979888703884e-07
W4,8.444088761550006e-09
W5,6.342014691185227e-10
W6,8.769702741773243e-10
