,0
W0,2.6168289757322327e-09
W1,3.7275960096394556e-11
W2,2.3103075008634733e-09
W3,1.212320355215013e-09
W4,6.743203773140749e-10
W5,5.170258665643246e-10
W6,2.4789950092696245e-09
