,0
W0,5.835538718912403e-10
W1,1.4851367913237823e-09
W2,5.401178393427131e-10
W3,7.007633362476895e-10
W4,1.6054837459478222e-09
W5,8.702677245508994e-09
W6,1.2395472426263154e-09
