,,W0,W1,W2,W3,W4,W5,W6
F0,S0,6.204764467954538e-08,4.1219837006310666e-08,3.907527608994968e-08,59.75528990626868,3.9383145143754375e-08,1.1239215412656178e-07,1.7386567890828246e-07
F0,S1,3.4736687067872067e-08,6.028527730790782e-08,4.8129885367572463e-08,5.630789003073189e-08,3.031752246452994e-08,8.554962973792032e-08,1.0521248448809299e-07
F0,S2,3.544604772222859e-08,3.727306150717067e-08,6.811578788390294e-08,6.250119340546607e-08,4.241259141180555e-08,5.6620798744024374e-08,1.4559123800702636e-07
F0,S3,2.5732457657783382e-08,2.4504970518343672e-08,3.132264071598789e-08,1.6859339800100246e-08,2.1078968372082244e-08,4.474075999171651e-08,4.604376003867719e-08
F0,S4,2.9558019610967944e-08,2.790119946883083e-08,6.81065451416931e-08,2.2749676349271952e-08,3.0672050169968167e-08,5.040150417192837e-08,8.879445271210526e-08
F0,S5,2.198566294949986e-08,2.6806573473633076e-08,3.377706866527915e-08,1.8885343110744367e-08,1.9452064961286414e-08,4.2721992466946256e-08,5.355846748027781e-08
F0,S6,3.4002650664395734e-08,3.6046289053538875e-08,5.376727829395618e-08,2.4498709876611417e-08,3.365537826993633e-08,7.100123140491479e-08,7.634312065305812e-08
F0,S7,2.901215293251729e-08,4.219203605326135e-08,5.786835219934888e-08,2.7681326460651486e-08,3.287557825928316e-08,5.780736538753388e-08,8.502943355702665e-08
F0,S8,4.4516872001632464e-08,2.576424349857033e-08,8.64127025840833e-08,1.8552912893576616e-08,5.388305885853871e-08,5.44834543325184e-08,9.663285499584724e-08
F0,S9,6.32902455989293e-08,6.239972033006048e-08,314.449610398484,4.8625313081552945e-08,8.639767738225472e-07,9.182826799964696e-08,57.67342888807342
F0,S10,8.447770867883304e-07,3.616556505764141e-08,5.927538613288761e-08,2.4172435865952768e-08,1.1439245438582823e-07,1.0320474968580362e-07,8.419735580127775e-08
F0,S11,3.6707318930176796e-08,4.1927786446272664e-08,6.143050363621272e-08,2.467149080935863e-08,4.445674371455071e-08,7.831982127408566e-08,6.989583803298872e-08
F0,S12,4.418797313622534e-08,3.460808143180518e-08,3.937147760800961e-08,4.298763990355378e-08,3.250752559977592e-08,7.919358058513252e-08,9.909194599928128e-08
F0,S13,4.94513035104335e-08,3.592655227264172e-08,4.8735654798458906e-08,2.90389883108735e-08,4.110564066864704e-08,7.923900180427911e-08,6.814421676774883e-08
F0,S14,4.8339918608815745e-08,4.014749660933534e-08,1.0943017420320437e-07,2.665866967909334e-08,3.851287607698915e-08,7.495585229016905e-08,9.379308636013173e-08
F0,S15,3.596082568202063e-08,3.071676300462607e-08,5.5262955693982616e-08,2.3119381423326135e-08,3.051509038998422e-08,5.093323017423824e-08,6.701235869857574e-08
F0,S16,3.3796008046295184e-08,2.2602879014232334e-07,1.578922560839304e-07,45.624232070972226,6.206779195738611e-08,8.29307633022452e-08,46.61349468230367
F0,S17,3.806652372040465e-08,2.9530053243886058e-08,4.6178387038975353e-08,3.007403669775271e-08,2.622678067946761e-08,5.0079174533787475e-08,6.727916284978547e-08
F0,S18,9.088156480804516e-08,4.8398788004236324e-08,7.956072844607818e-08,6.569078322224915e-08,4.937312922442284e-08,8.378922048707174e-08,2.142570912615777e-07
F0,S19,6.659481550423666e-08,3.1257513342141126e-08,4.9086685449147456e-08,2.0447411668381483e-08,3.985844112871958e-08,5.726439633899901e-08,5.9306136494511836e-08
F0,S20,5.388344024992082e-08,6.06160494699778e-08,2.2374064022739498e-07,1.1091263859706096e-07,7.648286680634211e-08,1.1305347438274077e-07,2.4858384087088526e-07
F0,S21,3.232298762514153e-08,4.2755474440490716e-08,9.24697070605848e-08,3.244949569087576e-08,3.132233881972699e-08,5.5531943463711465e-08,1.2322585356715306e-07
F0,S22,3.483350926011511e-08,3.283532554094882e-08,3.41513268748262e-08,2.1828993653541824e-08,2.8396566766690397e-08,6.579919098350297e-08,5.8205890960515506e-08
F0,S23,2.9757565458262282e-08,3.2029888619563646e-08,4.407530649646007e-08,2.6355161514515233e-08,2.431832432794212e-08,5.261188572503161e-08,5.9484039051042775e-08
F0,S24,2.5021055973587376e-08,2.4897337431565883e-08,3.708338810252384e-08,1.7018879187825195e-08,2.285278793454797e-08,4.635033038696958e-08,5.260029412470638e-08
F0,S25,4.489896507972242e-08,3.484074087763847e-08,5.882561449001103e-08,3.344229392743856e-08,5.1495967086062974e-08,7.271770234476003e-08,1.0952947062016025e-07
F0,S26,5.2256392317352376e-08,9.288316388674821e-08,4.117813918356212e-07,55.59142626856684,8.698168718925274e-08,9.942472771212354e-08,57.904467762509846
F0,S27,2.9016724686332482e-08,2.939536715421451e-08,8.018992230307556e-08,4.0759406999779304e-08,3.447784318470839e-08,5.263939359104626e-08,1.3317280792877212e-07
F0,S28,1.0830385638811806e-07,4.890291823749507e-08,4.757887529637756e-08,3.161218434338432e-08,4.1309848145510965e-08,1.4916182328780662e-07,7.221976538292233e-08
F0,S29,2.574759438805496e-08,3.18767629836937e-08,4.542346018708846e-08,2.3120363801986694e-08,2.2702207735956458e-08,4.9410146587162866e-08,6.352740922570331e-08
F0,S30,4.0353081980287165e-08,3.1591954674291385e-08,4.3251040405177946e-08,2.0584885854852856e-08,3.689116912195292e-08,6.688746686790379e-08,6.322407203870914e-08
F0,S31,3.362577498572837e-08,3.085349673544041e-08,6.638351558440046e-08,2.6297549469760704e-08,3.556189726069051e-08,5.653900300042933e-08,9.846724207682475e-08
F0,S32,2.5617479501789274e-08,3.000175535135829e-08,3.704784169665179e-08,2.2840520709886536e-08,2.3432509625256787e-08,4.8362274888373735e-08,5.776836132742233e-08
F0,S33,3.11794797715417e-07,5.2413980653938654e-08,1.223341049568468e-07,4.0676056939520803e-08,4.2926054975972873e-07,1.5541072021407106e-07,1.5783290174940903e-07
F0,S34,8.017642878053101e-08,3.5076871890942386e-08,5.0548505139965765e-08,2.2887837996162717e-08,6.798054186556183e-08,1.1128054966064193e-07,7.638242098646155e-08
F0,S35,2.7257659572415094e-08,5.5996059520178765e-08,8.9291102988719e-08,9.34254078227286e-08,3.109396559033215e-08,5.106523453574962e-08,2.1271658062305935e-07
F0,S36,3.220521592347688e-08,5.2831577931723676e-08,8.892833917835688e-08,6.266365040943161e-08,3.2043104671884247e-08,7.251014169804282e-08,1.9522717390143888e-07
F0,S37,2.5560593655655467e-08,2.761338868580591e-08,1.0143598880394195e-07,1.97723576088644e-08,3.365138652027309e-08,4.485369571282363e-08,7.877539146025868e-08
F0,S38,2.978025000053839e-08,3.143781920873211e-08,4.343383705390285e-08,2.0523195161230515e-08,2.5749188690694155e-08,4.9907145062088304e-08,6.289574823924933e-08
F0,S39,3.352296123232609e-08,2.664544929849182e-08,5.323678961341111e-08,368.95195172714193,2.5672294986899776e-08,4.837887733212237e-08,6.822199504773859e-07
F0,S40,2.469707997330928e-08,3.871572047278456e-08,4.1235037222386224e-08,2.3129739772342676e-08,2.095150602239363e-08,5.581338617597137e-08,5.8301935546584e-08
F0,S41,3.7491733860747245e-08,4.4522355116102016e-08,6.377452392588371e-08,2.6172023554165464e-08,4.286151739475483e-08,8.219995052265911e-08,7.796814614684804e-08
F0,S42,3.092328939140535e-08,7.535767879946206e-08,5.056120168441787e-08,2.3135013987744912e-08,2.4787137725506417e-08,1.047890380808291e-07,6.441081912969455e-08
F0,S43,3.112148762893809e-08,4.091123152171885e-08,5.3128343734514716e-08,3.058578735621327e-08,2.900122865969058e-08,6.052500848940871e-08,7.539027448858256e-08
F0,S44,3.497601879163111e-08,4.864075221302299e-08,7.760278299521943e-08,2.160082783905616e-08,4.275126570788534e-08,8.168567076727093e-08,9.127426115720604e-08
F0,S45,1.0341759366130869e-07,4.2913766568423655e-08,5.461018865100745e-08,3.8377263760149854e-08,6.212260509026174e-08,1.5384516002940299e-07,9.50575670392759e-08
F0,S46,3.5191534917934e-08,3.640508613532337e-08,4.4968778283245435e-08,2.4270045366226185e-08,3.089849983329697e-08,6.452172361028851e-08,7.44333029069412e-08
F0,S47,3.8547146023232785e-08,1.1291263938444591e-07,1.1067877909983015e-07,3.654123369166842e-08,4.616590283960128e-08,1.1778470565739993e-07,1.5919435518419632e-07
F0,S48,4.7072006960244706e-08,4.95964720136598e-08,5.0811872313472015e-08,1.6194837385860947e-07,4.2148179121509175e-08,8.94793108454695e-08,1.5939357003351382e-07
F0,S49,5.4901150154124075e-08,200.97451398112597,17.712328791872263,5.7882807417630896e-08,1.3424421016789764e-07,4.1679582758996663e-07,5.303311446310448e-07
F0,S50,6.009081018657902e-08,6.700104349834065e-08,1.134022423871339e-07,4.60350801919122e-08,7.943558819428094e-08,1.3288963117996362e-07,1.6623886462105543e-07
F0,S51,6.059334480806669e-08,4.0165772381686205e-08,4.7787939560808035e-08,2.891064758255523e-08,5.200217573772281e-08,9.937220309353685e-08,8.750772964238619e-08
F0,S52,3.170846417501602e-08,2.8602801384247577e-08,4.2195583757257036e-08,2.831230959767276e-08,2.5961488672000898e-08,5.51836542598003e-08,6.229532024419546e-08
F0,S53,2.9703851466505693e-08,2.5672755926356596e-08,3.4127203711142254e-08,1.6668117990707653e-08,2.5892740089954924e-08,5.315342254814665e-08,4.898815170033425e-08
F0,S54,3.319290713908265e-08,2.5725955514739884e-08,5.54988205843966e-08,2.1788215745391388e-08,3.040392427992407e-08,5.085510892182753e-08,8.491225571909624e-08
F0,S55,3.246270909031366e-08,2.8316867909442185e-08,5.291346208720601e-08,2.54854091027631e-08,3.88796966884583e-08,5.4254580434202294e-08,8.925562413072774e-08
F0,S56,3.0819713147454876e-08,5.800014493040928e-08,3.918061201838518e-08,2.18672043455914e-08,2.4955256362109308e-08,7.858583530974244e-08,5.671065351217427e-08
F0,S57,3.4640650313098986e-08,3.0705112650376407e-08,4.751637534605929e-08,2.024797393672921e-08,2.998849400145082e-08,6.046394995389857e-08,6.272096869896157e-08
F0,S58,2.5663114949786213e-08,5.01206679641433e-08,6.510462545511483e-08,2.6179554392914987e-08,2.4976385254647047e-08,6.588306228521519e-08,7.23834070455166e-08
F0,S59,8.179533362453554e-08,3.432163863800074e-08,5.7802229390362016e-08,2.4118538068415904e-08,4.799300810278561e-08,7.095316089750708e-08,6.939520502567771e-08
