,0
W0,4.760685179405755e-10
W1,1.5682342091594135e-09
W2,4.8372924554840324e-09
W3,9.117767652000452e-10
W4,9.53868206643449e-10
W5,6.778733130374803e-10
W6,2.140768340375132e-09
