,0
W0,5.94912596962871e-09
W1,8.076190827210895e-10
W2,6.900589655245426e-09
W3,1.8474625163023004e-09
W4,7.416529390624761e-09
W5,3.5742948600869795e-09
W6,7.559692871694779e-10
