,0
W0,1.2998252807427946e-08
W1,1.9840707965457227e-09
W2,1.9091144221050627e-09
W3,3.811745696857827e-09
W4,1.4930533476231744e-09
W5,5.465749519650842e-09
W6,6.494016879798892e-09
