,,W0,W1,W2,W3,W4,W5,W6
F0,S0,3.3818314169522236e-08,7.337113190465484e-08,2.5082251516324646e-08,5.370214654885775e-08,1.0077749402590679e-07,6.093630887580335e-08,6.187004995440627e-08
F0,S1,5.244924448078152e-08,5.6385006441240076e-08,1.3363224194928622e-07,5.711321869328196e-08,3.6028606559041497e-07,4.8485473771736075e-08,1.0585129194838221e-07
F0,S2,3.1001230455861705e-08,6.41310872007833e-08,2.310312471148252e-08,6.673692047953566e-08,8.040610633694266e-08,4.58913555900862e-08,7.619629699903104e-08
F0,S3,3.6494305485893545e-08,6.802557395403423e-08,3.32854528499208e-08,9.516494200763699e-08,1.0530026190822685e-07,4.9983046249836285e-08,8.790912133242548e-08
F0,S4,3.217001484053871e-08,5.196021868019909e-08,3.3287095926584455e-08,7.760171073440204e-08,1.3530411164733253e-07,4.400882501306706e-08,8.962134901694618e-08
F0,S5,4.113405671518691e-08,7.443080436406445e-08,2.6714820709302227e-08,6.010443015412167e-08,1.0038344911247213e-07,5.368593452101419e-08,7.654054030673862e-08
F0,S6,2.6006166721978887e-08,6.200767443482625e-08,2.3753813650502317e-08,4.153018065611092e-08,8.67572680959265e-08,4.7801708225622194e-08,5.265965807225105e-08
F0,S7,4.774030288155126e-08,2.377116328887872e-07,2.528893230252592e-08,6.157616786447893e-08,1.1191772118074417e-07,2.1740452607545802e-07,7.292528036747238e-08
F0,S8,3.383693240119326e-08,6.971162749616099e-08,3.3683049615711734e-08,6.775302003329442e-08,1.334810550560573e-07,5.39709200837012e-08,7.654904692276652e-08
F0,S9,4.830350804658203e-08,1.238590959449608e-07,2.9044259517768548e-08,7.529042133918356e-08,1.1362766668762016e-07,6.683206449314578e-08,7.583567752670177e-08
F0,S10,3.963513084624815e-08,5.859342854985573e-08,2.75445279653194e-08,4.7608130064125086e-08,1.5903575292603647e-07,6.237504654919027e-08,6.383185256353155e-08
F0,S11,3.382861279988784e-08,1.0594191254187798e-07,2.139363733160881e-08,5.7657916879167537e-08,8.417979080018877e-08,6.433562339275804e-08,5.878289355009575e-08
F0,S12,1.9533340619725272,9.610235336564295e-08,4.045749951865139e-07,12.817894526370852,2.221479204465425e-07,8.040033995862757e-08,0.009207560446949745
F0,S13,3.665804318773272e-08,5.146259642861448e-08,3.21760972437458e-08,5.7193163993647e-08,1.4908649024356927e-07,4.9946175457002587e-08,7.148916700002648e-08
F0,S14,576.1552610424044,5.775511765102902e-08,2.6185465615070373e-08,6.265457870386899e-08,237.7577079082102,261.1426462347643,7.60113733309431e-08
F0,S15,4.038519077224573e-07,1.8580059003959218e-07,4.689072889559967e-08,100.56425759768767,3.3806019225538436e-07,2.2634239827004233e-07,6.891739700255476e-07
F0,S16,2.8874101985508574e-08,6.393916141100822e-08,2.219003200677347e-08,4.652992743044127e-08,7.872419990831766e-08,4.6713813182492395e-08,5.0872600977109216e-08
F0,S17,4.164068301892865e-08,6.246990965864145e-08,2.2687100891349015e-08,4.734586788788178e-08,1.1154831852270356e-07,6.214430821504303e-08,5.438217907535305e-08
F0,S18,2.3702969506283815e-07,8.815845678214571e-08,7.748252273760536e-08,9.29611532671588e-08,2.0489091419261416e-07,7.161103429123643e-08,2.163206839241167e-07
F0,S19,3.8835824506331356e-08,7.551038809751922e-08,2.6775828307626745e-08,6.339732951142283e-08,1.1332675767087668e-07,5.831358461591894e-08,6.30441627265083e-08
F0,S20,3.256002186835692e-08,7.837357367875705e-08,5.093137179408746e-08,6.166350984160232e-08,1.4783581760559933e-07,5.746501754401784e-08,9.911426386318361e-08
