,0
W0,5.1068498319040145e-09
W1,8.46883962957179e-09
W2,4.546404364091927e-10
W3,2.0780794085517584e-08
W4,2.1396748817181788e-09
W5,3.9822789510424167e-10
W6,7.609367358440977e-09
