,0
W0,7.495736276119658e-08
W1,4.351186078110914e-10
W2,2.9851876526265646e-09
W3,2.2464408111488865e-10
W4,3.0281875895710186e-09
W5,4.5417203331510336e-10
W6,1.9384088778551245e-09
