,,W0,W1,W2,W3,W4,W5,W6
F0,S0,3.515149965138345e-08,5.058610640502705e-08,2.104145266179949e-08,1.620448432951235e-08,8.846480348027086e-08,1.285192700941095e-07,3.6084434055314454e-08
F0,S1,2.5293455129280885e-08,1.943548321293049e-08,1.420747784881287e-08,1.2190219320131803e-08,6.482747596039125e-08,6.70524632343002e-08,2.512144519679099e-08
F0,S2,3.72210550065184e-08,3.438744755543009e-08,1.8348745417024217e-08,1.5750081128975812e-08,9.721814417141509e-08,1.1124124183899912e-07,3.4270865830510156e-08
F0,S3,2.356843653846334e-08,1.738551064180748e-08,1.4944233041892492e-08,1.5755059405138635e-08,6.523776128923703e-08,6.1919840013723e-08,2.813157289665967e-08
F0,S4,253.65445357493425,3.884567021255104e-08,3.747612289039522e-08,14.02971952289172,1.7807795453478057e-05,49.38894271053128,7.908031277031393e-08
F0,S5,3.536118513386778e-08,1.957040390493285e-08,1.695387728595489e-08,1.1504731086978789e-08,8.020123191283376e-08,8.468528977691869e-08,2.4551029367614008e-08
F0,S6,3.4395982338907855e-08,3.68019819591768e-08,4.417740145263073e-08,1.9899841414458742e-08,1.4079260495481736e-07,1.0968866538638983e-07,5.434608730375238e-08
F0,S7,2.8254136079927e-08,2.8907474263868476e-08,2.1691639728025457e-08,1.437388714043788e-08,8.719437956603288e-08,8.111216262007822e-08,3.67482989949207e-08
F0,S8,3.440508754614727e-08,5.689599485526827e-08,3.1865950668009853e-08,1.561768999223695e-08,9.82338828792224e-08,1.3729148768104554e-07,3.663800894944787e-08
F0,S9,4.4581907217315794e-08,2.0488866633773063e-08,2.4939752473592096e-08,1.789721937494425e-08,1.2662769060384727e-07,9.86178549143541e-08,3.9739888936616205e-08
F0,S10,4.4243548028485285e-08,1.881891578465143e-08,1.950495802786814e-08,1.2988113660912732e-08,1.0198376958860856e-07,9.829402163054036e-08,2.8191441875041226e-08
F0,S11,4.6849667769010614e-08,3.414530990022555e-08,3.022975564009782e-08,1.0579275917750336e-07,1.7556148611156256e-07,1.4235073593223e-07,7.542298894602711e-08
F0,S12,2.6391049412162662e-08,1.7081725748617078e-08,1.694168758838624e-08,1.250347105096886e-08,7.657420492697238e-08,6.454125398751427e-08,2.8470254374909588e-08
F0,S13,159.57121533772818,1.0643281364996072e-07,48.069348035984454,1.9090142197011817e-08,541.5892462577871,242.19346163446352,8.256014629350083e-08
F0,S14,3.561968785976813e-08,2.108166971513975e-07,2.23555548298923e-08,1.3768238697121342e-08,9.198428217970856e-08,1.6748986063112152e-07,3.1660531646124475e-08
F0,S15,2.5139638719589497e-08,2.47074293672193e-08,1.5773882303174144e-08,1.4022483630490968e-08,6.684243096270188e-08,7.967511107297873e-08,2.7532762216774302e-08
F0,S16,2.5441437029012082e-08,2.6930556859247317e-08,1.5272171438321002e-08,1.6956123779646096e-08,7.245061043679364e-08,8.185850588462644e-08,2.9149279028740402e-08
F0,S17,3.1680500097365845e-08,2.3955894562460078e-08,2.6749970405648193e-08,2.8192202540171496e-08,1.0738741425068808e-07,7.787295043813322e-08,7.569557785301357e-08
F0,S18,2.472471641385072e-08,1.843100138405469e-08,1.4370954958055874e-08,1.5597808688528198e-08,6.340504259473419e-08,6.368509489368436e-08,2.7877215849999893e-08
F0,S19,327.55094843498375,2.879761541970621e-08,2.7526114823706508e-08,1.625975282129039e-08,2.9500089518294943e-07,1.1314050800680859e-06,2.9321826605185715e-08
F0,S20,4.574654226492715e-08,1.6595272858598568e-08,2.339429431835423e-08,1.2870507975681569e-08,1.2217636549941547e-07,9.06574343226288e-08,3.177455142253705e-08
F0,S21,2.69748315639102e-08,2.1835379931422104e-08,1.4661038651389656e-08,1.715432350135496e-08,6.934013586818533e-08,8.051499945602128e-08,2.7511510861699943e-08
F0,S22,2.5882065718902975e-08,1.9203464572609124e-08,1.533247481779105e-08,1.6021268524550465e-08,6.798642123325603e-08,7.415968794775389e-08,2.6912114046474795e-08
F0,S23,2.942323361277911e-08,2.2625380050347034e-08,1.6431979824051257e-08,1.4874013568399402e-08,7.288205596800895e-08,8.270570383786258e-08,2.807491534024693e-08
F0,S24,2.9505225736961212e-08,2.7889896265079153e-08,1.7925987594598554e-08,1.5643569127801032e-08,7.763303087472004e-08,9.675667629797079e-08,2.790612730934051e-08
F0,S25,5.401935338480439e-08,3.4223059708319805e-08,2.8019149306930752e-08,1.4927769721549207e-08,1.378578461745233e-07,1.467132065193079e-07,3.7351580858320887e-08
