,0
W0,5.628237875754394e-10
W1,2.905715668077846e-10
W2,2.341155891372182e-08
W3,1.1938280253254163e-08
W4,1.0162694019655305e-09
W5,5.08523412268147e-09
W6,5.621739740391263e-10
