,0
W0,3.807452464421601e-09
W1,4.126806341098188e-09
W2,7.1221657460540655e-09
W3,1.3461612935472544e-09
W4,6.367223748249273e-08
W5,3.513476287686501e-09
W6,3.7155489129858665e-08
