,0
W0,5.616294096455476e-09
W1,5.088033216971155e-09
W2,2.0094259589598096e-09
W3,6.555601617108664e-09
W4,2.0410223289246687e-08
W5,8.006295626472592e-10
W6,2.961293721348568e-07
