,0
W0,1.7801036200637554e-09
W1,1.684692385595099e-09
W2,1.7771512039743698e-09
W3,5.219075394080619e-09
W4,4.543246112653776e-09
W5,6.597697943533376e-10
W6,3.1958639068463413e-09
