,0
W0,3.6613104770211176e-09
W1,9.933090683311718e-09
W2,8.955967079060656e-10
W3,3.0002142992202607e-09
W4,2.5024683436569717e-09
W5,1.1202014871258825e-09
W6,1.1061920268673475e-09
