,,W0,W1,W2,W3,W4,W5,W6
F0,S0,3.7548938087302734e-08,7.024021995108663e-08,6.448963326886595e-08,4.3702268064743906e-08,3.5188789068427226e-08,7.757245478753162e-08,4.559543068344969e-08
F0,S1,9.17595959420525e-08,5.53245948646341e-08,9.537882011609445e-08,4.2314386062303364e-08,7.343949036956258e-08,9.198596140692484e-08,5.0177672341150946e-08
F0,S2,4.0606452049534326e-08,6.201184950199346e-08,6.495504470146361e-08,4.2529766986232405e-08,3.7606417475408667e-08,7.268076253983284e-08,4.4778440767023526e-08
F0,S3,6.83442922706786e-08,6.969245981968826e-08,1.193552474705337e-07,5.3796023157470226e-08,6.817875050080984e-08,1.0002986147141386e-07,5.792496063905868e-08
F0,S4,5.7015132580895507e-08,5.731512337104589e-08,1.3737443173080536e-07,5.121140635816312e-08,6.18167074002084e-08,7.817279641676449e-08,5.767911255410533e-08
F0,S5,5.2641942781544447e-08,143.55435982957223,1.0424853283967895e-07,1.8380825186403127e-07,5.092089330008958e-08,4.1821531598264736e-07,1.2358860276024648e-07
F0,S6,9.158066433074902e-08,9.902586646361378e-08,1.7963988398629492e-07,7.690889278672078e-08,1.0726083029519183e-07,1.3323466758198067e-07,8.582845554769004e-08
F0,S7,5.485916871199696e-08,6.011309630002237e-08,1.1012200306900085e-07,4.965342186259841e-08,5.7225313482780115e-08,8.01670986841521e-08,5.3543455920828934e-08
F0,S8,5.2979336694368337e-08,5.6502121788670975e-08,1.726901418476182e-07,4.59796929193773e-08,7.274622388611095e-08,7.449567960739235e-08,5.8350334105534585e-08
F0,S9,3.7711493100604645e-08,5.381381164721162e-08,7.314865293527893e-08,4.266452452865384e-08,3.7406936495633505e-08,6.241418360571615e-08,4.622294684439601e-08
F0,S10,3.5465367212660176e-08,6.84209819495078e-08,6.94315939548336e-08,3.7252025880346435e-08,4.0398695691028664e-08,6.691657921587037e-08,4.484932203447444e-08
F0,S11,4.976286421103439e-08,6.405057596405894e-08,7.500801788757267e-08,6.541113222634343e-08,4.524387421744937e-08,8.014267863273823e-08,7.014771864974816e-08
F0,S12,3.521450438890989e-08,5.1765156499966713e-08,5.934523678632083e-08,3.34080093054548e-08,3.472556924170599e-08,6.177084964026925e-08,3.656926380838583e-08
F0,S13,3.773809581788372e-08,5.881585915706107e-08,6.97636276058156e-08,4.0208700727316033e-08,3.7006976902003e-08,6.762601106337299e-08,4.268423822300382e-08
F0,S14,8.98122323385786e-08,6.441066303331908e-08,1.8552809029914949e-07,5.36710292340824e-08,1.0342515528723435e-07,8.962960037962351e-08,7.264092045097176e-08
F0,S15,5.3821916126059186e-08,6.623119096395714e-08,1.8498601896171647e-07,5.857308035310535e-08,6.841292614570967e-08,8.53684723543913e-08,6.947487734441501e-08
F0,S16,4.261482018771663e-08,5.5054139529159196e-08,2.708245467797763e-07,5.3161586429633134e-08,6.186353941090597e-08,6.96295468463774e-08,5.8511141396763264e-08
F0,S17,6.442730976308643e-08,5.988013295731503e-08,1.8284250029691933e-07,6.561604281735576e-08,7.962502654039753e-08,7.51413540762436e-08,7.810314096480188e-08
F0,S18,3.681665862713778e-08,5.572253433740693e-08,6.85188680392302e-08,3.6574251000047624e-08,3.781065432041884e-08,6.420069515848471e-08,3.9005769937955126e-08
F0,S19,5.070827157274804e-08,1.176222318327396e-07,8.252973331367414e-08,1.1574942487829531e-07,4.8134495764927564e-08,1.2901710556988219e-07,1.1107493445577846e-07
F0,S20,6.880714636205573e-08,303.99384633914855,1.880776927403594e-07,112.78894186257831,7.312313863633646e-08,8.127892705711999e-06,2.613067901357692e-07
