,0
W0,1.7696178966630782e-09
W1,2.552883382467286e-08
W2,4.323407853945582e-09
W3,1.3235339491046716e-09
W4,1.4065691944509238e-09
W5,1.427731155523304e-09
W6,1.823801110134582e-10
