,0
W0,1.3915229413186125e-08
W1,4.733948122392917e-09
W2,8.77134587184969e-10
W3,7.402645163523403e-10
W4,1.2045299202512183e-09
W5,8.28673718533679e-09
W6,3.6605480868701075e-09
