,0
W0,2.27047303180683e-09
W1,4.173323020495445e-09
W2,8.267041495813032e-10
W3,3.492661715398526e-10
W4,3.136499948652727e-10
W5,2.0488643004412666e-09
W6,5.884659648458523e-09
