,0
W0,2.2371198227233435e-09
W1,1.1636014374261094e-09
W2,4.161399669300181e-09
W3,1.8883223873444877e-09
W4,7.335662743912508e-09
W5,9.338279038928476e-10
W6,6.169469379813108e-10
