,,W0,W1,W2,W3,W4,W5,W6
F0,S0,5.806260463498171e-07,1.4986852002459933e-07,8.061273612413141e-08,5.355324387095452e-08,2.1031336306808735e-07,5.456578543361673e-07,8.485497243858685e-08
F0,S1,4.3493217691671875e-08,8.30700505181353e-08,6.649335619459272e-08,7.727321898660658e-08,5.80375093720119e-08,1.1937968339562356e-07,1.295190579226118e-07
F0,S2,4.3600527688153885e-08,5.855150508716639e-08,5.7502890794914514e-08,4.69144102854121e-08,4.596613393855394e-08,7.524206641002775e-08,7.169222291504447e-08
F0,S3,5.36615569013041e-08,1.136614712005253e-07,7.997322692965387e-08,7.528809149926759e-08,6.941411411728557e-08,1.497921755966065e-07,1.1970452478448025e-07
F0,S4,1.1154825007931043e-07,1.5520230735612703e-07,1.1765955573224696e-07,1.4597969810797608e-07,1.2969727881406322e-07,3.3701093127334464e-07,1.5692003271517627e-07
F0,S5,5.076153152422031e-08,1.0006602802119185e-07,9.648665642137906e-08,5.994289628942212e-08,6.146611036504599e-08,1.1458036431586372e-07,1.129532830842309e-07
F0,S6,6.37689603250815e-08,8.826915388017767e-08,6.879023898726122e-08,4.342956942147801e-08,6.257334990434792e-08,1.2220720719378458e-07,7.640256359314889e-08
F0,S7,5.496029256797301e-08,8.134691867683915e-08,7.424961130468355e-08,5.4512856401986915e-08,6.305060586148544e-08,1.0947284089263553e-07,9.532646981695094e-08
F0,S8,7.074259816925866e-08,1.6741286737188935e-07,1.1025839587395226e-07,3.1639358854205946e-07,1.0783509716672489e-07,2.824773215263455e-07,2.7842118440594063e-07
F0,S9,4.89013001640281e-08,7.215011647754373e-08,8.362223043118235e-08,5.703195716961028e-08,5.982230643258328e-08,9.486991419841542e-08,1.0372168628171083e-07
F0,S10,1.635199872504216e-07,2.2905769172636358e-07,7.226451002875296e-08,6.644532345752808e-08,1.2805628851453935e-07,2.883696031663761e-07,9.205819773233905e-08
F0,S11,5.4472643519206913e-08,9.219155767277241e-08,9.881001405246025e-08,5.089626295464401e-08,6.410429936819157e-08,1.2229519524843782e-07,9.942629228028428e-08
F0,S12,5.717879424350988e-08,6.436830501977182e-08,6.546811976992953e-08,5.2799570084235373e-08,6.095415195172512e-08,1.0135318788456525e-07,8.54448155514858e-08
F0,S13,4.454351135795445e-08,6.185375324576213e-08,7.326528112808429e-08,4.150405310081098e-08,4.756420713504864e-08,8.397571246631576e-08,7.23426187158034e-08
F0,S14,195.3541302716356,9.965171590163789e-08,4.998260075490105e-06,7.582491269061924e-08,217.22031716036759,10.372639399951586,2.056299075780581e-07
F0,S15,1.02106300228672e-07,3.959206931138182e-07,2.24813433381962e-07,2.3124008736852455e-07,2.1802443460783418e-07,6.612218272021698e-07,6.934390829292734e-07
F0,S16,8.666043967600925e-08,6.204832915701949e-08,7.065692076927041e-08,4.711813476234271e-08,8.555933190200834e-08,1.383495183354704e-07,8.205758426337075e-08
F0,S17,1.10489281193753e-07,7.820381980326831e-08,9.790319256376317e-08,5.948126924198665e-08,1.0837610958965603e-07,1.71537128228312e-07,1.1179747316150173e-07
F0,S18,2.445712305472292e-07,4.00937519717937,187.18345190285882,3.0949294034178666e-07,65.05362875160488,6.7563621483326335,88.1206716034824
F0,S19,8.60244217132817e-08,1.3596150969486216e-07,8.087102897295949e-08,5.7122903941998205e-08,8.843630678948527e-08,2.0956880643189974e-07,9.147992029915746e-08
F0,S20,7.189830571809715e-08,1.8537532886941193e-07,1.4150489855070035e-07,7.758486191859482e-08,9.940918546127197e-08,1.767045014150434e-07,1.5740593113271692e-07
F0,S21,7.668094457152425e-08,7.350687590763811e-08,6.419923190568411e-08,6.5391022272075e-08,6.65694360462789e-08,1.1702348963895023e-07,8.130627813666995e-08
F0,S22,9.069564298901279e-08,1.425364744186995e-07,1.8904418819946694e-07,8.183926088383281e-08,1.2190943827655918e-07,2.2105820710045483e-07,1.8017550300791942e-07
F0,S23,5.650917133303707e-08,9.361429697298596e-08,6.595317787933086e-08,8.932496154730807e-08,6.393632212843596e-08,1.0822438408105864e-07,1.062653596591289e-07
F0,S24,6.242034569655494e-08,8.982747913801829e-08,7.107952090583349e-08,7.745043055221628e-08,7.382927734862201e-08,1.5633239390858587e-07,1.1594561092788384e-07
F0,S25,4.098993644803273e-08,5.849141012329283e-08,5.573614882217152e-08,4.97821267985074e-08,4.348513047631327e-08,7.281941810468221e-08,7.378691769849754e-08
F0,S26,6.582849710310584e-08,8.655038825222198e-08,7.988112425315945e-08,5.950074065918035e-08,6.907216484503636e-08,1.209409428072619e-07,9.532115817581271e-08
F0,S27,8.579685828078077e-08,1.16261516128423e-07,7.50020097680427e-08,6.489923619037547e-08,9.430117817039348e-08,1.8629382263263732e-07,1.0085282034795102e-07
F0,S28,4.983024388851216e-08,6.98307147702928e-08,7.890763036188627e-08,4.716558328007382e-08,5.436727183537274e-08,1.008164335096444e-07,8.110339104291769e-08
