,0
W0,3.173258766864251e-09
W1,0.0001298008510755011
W2,3.25520101984722e-08
W3,1.1757266271672506e-09
W4,1.547027139725543e-08
W5,1.2178361652459557e-09
W6,1.5587194868160736e-09
