,0
W0,2.4966704259554717e-09
W1,1.1040087743996452e-07
W2,2.2846187164304865e-09
W3,4.954508026067117e-09
W4,5.330475172371507e-09
W5,1.3000444387678557e-08
W6,1.9943454665494187e-09
