,0
W0,2.853661751345271e-10
W1,2.3711568264417338e-09
W2,3.431241402118701e-09
W3,2.8399571583292977e-10
W4,3.6588182483754395e-09
W5,3.9689587172375695e-09
W6,3.832908879175534e-09
