,,W0,W1,W2,W3,W4,W5,W6
F0,S0,1.0288275363368482e-07,9.936628356745592e-08,3.842411245717196e-08,8.81290304404775e-08,1.2272679344498508e-07,6.370096292259234e-08,4.281620882969112e-08
F0,S1,1.1396698448782078e-07,82.07419544147925,7.277119148446077e-07,2.685293531221386e-07,3.304981040896465e-07,41.35767314476711,8.036268232786794
F0,S2,2.232487349863508e-07,1.79213556878691e-07,4.7073036693853854e-08,2.691867836489439e-07,1.5144741826960881e-07,1.1822683544357698e-07,5.951380808566424e-08
F0,S3,1.7714279560408305e-07,1.4941562625887207e-07,4.5814893014890064e-08,2.2207845473444585e-07,3.082445799171995e-07,1.0317544815700254e-07,5.462173213471931e-08
F0,S4,1.0341217192380051e-07,8.624618405693645e-08,4.843061704414718e-08,1.7412520572571311e-07,1.1742301231921642e-07,5.510787688051597e-08,6.110970899030154e-08
F0,S5,6.915180715521319e-08,7.321267081631212e-08,3.742753181246745e-08,6.599517410518156e-08,9.078526947384845e-08,4.313598472625832e-08,3.3363359446226947e-08
F0,S6,361.7873201550921,41.02537478774521,5.134322460638203e-08,26.633443733313307,140.7211741207443,86.79895705053326,1.6824051303768758e-07
F0,S7,53.92071993909208,3.4140617081962377e-07,6.361061279960591e-08,1.0518159157051039e-07,6.646667913930674,35.2396418083487,5.3453333699923864e-08
F0,S8,9.027009698873815e-08,8.366137400003721e-08,9.376905115411615e-08,1.787248407036869e-07,1.7930256206982003e-07,6.062184836983682e-08,1.598101542092587e-07
F0,S9,6.758454992465879e-08,6.51171770388744e-08,4.442973950014223e-08,7.461929851432094e-08,8.989865253271178e-08,4.012636224776295e-08,4.3407500382859183e-08
F0,S10,7.729245002684956e-08,6.2369051643882825e-06,1.942402426162379e-07,9.584596452276717e-08,1.5200866008786437e-07,7.631849368510322e-07,8.006572071945228e-08
F0,S11,1.4584294833861954e-07,2.375149021737993e-07,1.91091130802065e-07,9.630177195989686e-08,9.366869202890022e-07,1.954660761146809e-07,6.205578476111008e-08
F0,S12,7.304118495505786e-08,1.0312697201593346e-07,6.549509380366691e-08,7.133262184830378e-08,1.134551405789378e-07,5.965330784007865e-08,4.760277900634172e-08
F0,S13,1.343202525376974e-07,9.101004212987622e-08,3.975870137138564e-08,1.1501609330593873e-07,1.5190479014589255e-07,6.179354762690083e-08,4.373180050743933e-08
F0,S14,1.32444220667866e-07,1.429633259923615e-07,4.838494872744699e-08,1.5215252756197566e-07,1.6473067600931454e-07,8.010047272038203e-08,7.179406979464719e-08
F0,S15,7.584540272648317e-08,6.266320919407518e-08,3.914657796157349e-08,9.880291873027326e-08,1.0135120510336971e-07,4.2214488300752455e-08,4.7668664851371775e-08
F0,S16,8.03818101869846e-08,9.001161990275082e-08,5.6056866097057086e-08,1.54777229559082e-07,1.601565548428439e-07,4.593380858825072e-08,5.642124269196503e-08
F0,S17,8.36093005523445e-08,9.406199373880666e-08,4.3875919414817914e-08,1.4748107925133468e-07,9.282933620470561e-08,5.315505445684096e-08,6.57915969721874e-08
F0,S18,5.609870437403662e-08,4.899219256113476e-08,3.453440484725518e-08,7.70436315843443e-08,7.410767264482831e-08,2.996412787685964e-08,3.496652504690891e-08
F0,S19,3.9448288616445797e-07,1.6000442884943688e-07,1.6580280324486883e-07,1.060375690867383e-05,2.65696494366736e-07,2.068315864421359e-07,9.95720732588113e-07
F0,S20,5.463369051666341e-08,6.286142979074094e-08,4.174642021090684e-08,9.050469528722881e-08,7.561572528532376e-08,3.4148897167652577e-08,4.753962987522886e-08
F0,S21,389.72339231719513,8.176547438075088e-07,5.364428470695654e-08,2.554456632421886e-07,115.81333623495011,388.58742808207546,7.089833436933097e-08
F0,S22,8.847389767158685e-08,7.270717512986166e-08,1.3130263369332965e-07,1.0412393568810158e-07,1.449568238064626e-07,5.2126840926344265e-08,9.476058876272474e-08
F0,S23,9.523910441149945e-08,6.72600147617006e-08,6.195479572134914e-08,1.4627328679610396e-07,1.5038277758997278e-07,4.7250798635055315e-08,7.174390496247857e-08
F0,S24,1.1318118634179278e-07,1.2038735745638832e-07,3.803667990625479e-08,1.7084210378951263e-07,1.0683463944470051e-07,7.555560595732672e-08,5.0871136754776656e-08
F0,S25,5.387346332870461e-08,6.40514043514487e-08,3.23958472684537e-08,7.520828363013807e-08,7.300051952678989e-08,3.40346687825587e-08,3.1951595688008454e-08
F0,S26,9.765323502768325e-08,9.507234698009637e-08,6.629181910203563e-08,2.344607133234312e-06,1.4781707083786466e-07,5.93542460210561e-08,2.1113551298631475e-07
F0,S27,1.2592343892634997e-07,1.1352677994293756e-07,9.965769817200512e-08,9.624373747936933e-08,2.837379799011837e-07,5.8483349994203364e-08,5.623871834033805e-08
F0,S28,1.2819078543350995e-07,1.7017579522877992e-07,4.976905260312605e-08,1.548377638607168e-07,1.3468340415036486e-07,1.0050936051664579e-07,5.084158171604782e-08
F0,S29,61.708305132664854,76.47507311171998,207.70811967349525,2.8961855240262145e-07,305.2129016316718,16.014060409963946,21.86522429613838
F0,S30,8.647661270427285e-08,7.23524508475497e-08,3.5007370065269794e-08,8.241262538849975e-08,1.3684569315581637e-07,4.647845133252243e-08,3.3474165659915146e-08
F0,S31,1.2880249432848505e-07,1.8424284650294396e-07,7.635101658583504e-08,1.1432070180007862e-07,1.5808981512803535e-07,1.164038817802193e-07,6.096139939828075e-08
F0,S32,1.1951100794035138e-07,2.48311639591726e-06,2.1082661886994916e-07,2.319593468050916e-07,3.209315586387729e-07,8.205945904126789e-07,2.605488268903431e-07
F0,S33,75.28334487821647,1.2870094183629377e-07,6.094834325739427e-08,47.57418153690395,3.4682418735096463e-07,2.4475237990520756e-07,1.1848131926008961e-07
F0,S34,6.928115409420616e-08,8.268325653700529e-08,3.650820866765271e-08,1.091401206983625e-05,9.664400014422666e-08,4.1951094507946885e-08,1.8668159232190267e-07
F0,S35,7.936276221434303e-08,1.204662619247362e-07,4.811150757509381e-08,1.1263355740894928e-07,9.68734558966e-08,6.61847266850115e-08,5.24412853110954e-08
F0,S36,9.675718084554307e-08,1.6908742671910873e-07,0.8983521189701538,9.126385272186756e-08,2.45306563649324e-07,9.000600449160603e-08,1.100321269625187e-07
F0,S37,6.163304804902902e-08,6.851906515624385e-08,3.725930240528318e-08,8.094896565087707e-08,8.013225052521963e-08,3.934094008632879e-08,4.0716565180872435e-08
F0,S38,7.38118611506557e-08,7.973925310757922e-08,5.239510481993043e-08,1.2818666112713564e-07,1.1662464359710534e-07,4.433649264243135e-08,6.140211585311727e-08
F0,S39,3.528796150965259e-07,4.725390628987738e-07,9.292885744716735e-08,3.094065204731534e-07,8.349397281532304e-07,1.2582827979096804e-06,1.1756220423650312e-07
F0,S40,1.1437086456658788e-07,8.612610561731437e-08,4.9570961046989495e-08,1.118720228735963e-07,1.3543979607945662e-07,6.027681792113318e-08,4.8990931705662374e-08
F0,S41,1.4126560651635188e-07,1.0021812400057073e-07,3.8570477611241154e-08,9.217670705871397e-08,1.7977551295665887e-07,7.452982436955013e-08,4.15360296884776e-08
F0,S42,1.1971512039229118e-07,9.914201314716791e-08,4.542638820211437e-08,1.9562120031033973e-07,1.3965947365646773e-07,6.314057474311369e-08,6.740751389237753e-08
F0,S43,3.730145111015837e-07,8.68498979256424e-08,5.776382345202988e-08,1.861434558507254e-07,1.0421505721614036e-06,8.73538898756053e-08,7.414037819885358e-08
F0,S44,8.014238907061792e-08,1.19593037803366e-07,4.7045580635693715e-08,8.080732707317566e-08,1.1907155776350153e-07,5.88410469446825e-08,4.1470875131818355e-08
F0,S45,8.037554959280508e-08,7.722871756101173e-08,3.996188398463407e-08,1.0784771448816577e-07,8.775082828951862e-08,4.5467316534234434e-08,4.291824164142736e-08
F0,S46,7.336102310876564e-08,2.1323121361384974e-07,6.880179931330598e-08,1.0591396846046207e-07,1.1735388057102466e-07,1.0711066801781555e-07,6.055142037138784e-08
F0,S47,1.0039650276586668e-07,563.9305149777381,2.0152264067972236e-07,8.168623545930555e-08,2.2534299178780788e-07,294.1355360274893,5.85020911221774e-08
F0,S48,5.4660141044612176e-08,6.49900806387448e-08,3.7883588698985946e-08,6.528709051908028e-08,7.230058097361591e-08,3.530847511317967e-08,3.39454343145756e-08
