,0
W0,1.4569316864054827e-09
W1,6.120707274348547e-10
W2,1.5309309375766134e-10
W3,1.7991015344165362e-09
W4,1.036602581550028e-09
W5,2.5860048546988423e-09
W6,7.856709394182815e-09
