,0
W0,2.033384550736983e-07
W1,6.245216566114209e-10
W2,1.439076635634251e-10
W3,3.124189129621868e-09
W4,6.3466547572943455e-09
W5,1.6301520133765734e-09
W6,1.6889245779694306e-08
