,,W0,W1,W2,W3,W4,W5,W6
F0,S0,1.0384572337817697e-07,1.4222874748899845e-07,4.2089197326091314e-08,1.0808251528598015e-07,1.624046898912907e-07,1.3285281383845149e-07,1.3626118070725485e-07
F0,S1,1.8372855828455667e-07,7.267067962451672e-07,2.7814961372192533e-08,9.970966137540369e-08,5.189962342169508e-07,42.593773370273325,9.289240307715316e-08
F0,S2,5.6592155840762344e-08,1.2287006292290577e-07,3.2317861646468685e-08,9.676842911368046e-08,5.3988317262866456e-08,7.880614741644832e-08,8.535903525885067e-08
F0,S3,6.506695741091432e-08,9.59687241196539e-08,2.1286139906328497e-08,6.982465605583439e-08,4.441175985375555e-08,7.451124085799091e-08,5.454493172129312e-08
F0,S4,1.0035030463266255e-07,7.958745661509671e-08,2.110546114934417e-08,6.594414785934878e-08,5.2342541547647746e-08,8.750389562767069e-08,5.750208569328872e-08
F0,S5,5.320329243545618e-08,1.0811634666532637e-07,2.0100883789210051e-07,5.881978125779341e-08,1.0119817023359193e-07,7.174911570921085e-08,1.7503696541709778e-07
F0,S6,7.354925756477293e-08,2.9854223833572923e-07,1.0060512259721997e-07,1.1131956008864815e-07,1.2474236079282948e-07,1.810306957815495e-07,1.636847399101354e-07
F0,S7,5.46671011097391e-08,1.0520699454776465e-07,3.128382340822982e-08,8.34383651277252e-08,5.6052904799256724e-08,7.804018374250445e-08,9.85404071822219e-08
F0,S8,5.5551914164621766e-08,9.71669502966183e-08,2.1904597963569074e-08,6.683686309493406e-08,4.678347796885776e-08,7.395420816295452e-08,6.169624377353816e-08
F0,S9,4.288469227643123e-08,1.0469583643134399e-07,2.0583146329001516e-08,6.494105687635263e-08,3.3211829783483766e-08,5.920087870040727e-08,5.3402487847287054e-08
F0,S10,8.354094654355186e-08,1.6406208008694748e-07,3.0847365524819806e-08,6.416334069567e-08,3.398949199592773e-07,3.0143584797311624e-07,8.619193644844907e-08
F0,S11,7.982278983090838e-08,2.1772823750383554e-07,3.963692726252234e-08,8.409837178394805e-08,1.0090882411454549e-07,1.6490521433394233e-07,9.975019965580468e-08
F0,S12,1.0713411285726617e-07,1.782284503015224e-07,1.2705307755801443e-07,1.287100280161597e-07,1.3815226823459792e-07,1.7275873470381395e-07,1.7321301524625578e-07
F0,S13,5.301105039997951e-08,1.3053760561209097e-07,2.3172896967155403e-08,5.794349058902667e-08,4.453799668187473e-08,8.03036732323863e-08,5.529032574831953e-08
F0,S14,4.477928467699773e-08,7.330641937289718e-08,2.262150389423815e-08,5.8290879754514463e-08,3.7227428165860146e-08,5.3564217726865126e-08,5.6957857801985456e-08
F0,S15,5.387073611697358e-08,8.690526523859741e-08,2.0894487823059984e-08,9.473081824193762e-08,3.713558247236381e-08,6.332895067432927e-08,7.850943841704249e-08
F0,S16,5.096613433066494e-08,1.1098021029235353e-07,3.294386822991221e-08,5.583886863603608e-08,4.568127189892527e-08,6.668286894766262e-08,6.677496069647049e-08
