,0
W0,1.4431946748771907e-09
W1,1.3602824422420667e-09
W2,2.397855802804827e-09
W3,9.728081673543443e-10
W4,6.2074936302281e-09
W5,1.2484100420095956e-09
W6,2.977132230741475e-07
