,0
W0,9.373823939284875e-10
W1,1.1213385775477036e-09
W2,1.7859977941014904e-09
W3,7.198245333128739e-10
W4,2.185229996953808e-09
W5,5.84727599672874e-10
W6,2.7784448075607315e-09
