,0
W0,7.30215798938616e-09
W1,2.0549862922436546e-09
W2,4.6561721145366164e-10
W3,0.00016134669886558317
W4,4.859903812715061e-09
W5,1.3762819439655516e-08
W6,5.433001271093474e-09
