,0
W0,5.556637372450268e-10
W1,1.1411024347651733e-08
W2,2.2086066309157104e-10
W3,9.512980403414417e-10
W4,3.760694988752533e-08
W5,4.872796166566218e-09
W6,1.0511838066662449e-09
