,,W0,W1,W2,W3,W4,W5,W6
F0,S0,1.0509699805425849e-07,1.5637791601959967e-07,7.08254415152167e-08,9.518100614797617e-08,1.1839109806199303e-07,1.7304495849926256e-07,7.155227520621586e-08
F0,S1,5.5501857879575695e-08,9.314162525224635e-08,5.3596808061125363e-08,7.623000825665112e-08,6.418757489106909e-08,5.987221686247389e-08,6.154494331192373e-08
F0,S2,5.84370133595201e-08,1.2828153451048692e-07,5.2825702997235325e-08,9.825311428643224e-08,6.708455583322706e-08,8.54156602042242e-08,6.008010492133562e-08
F0,S3,8.213316250648202e-08,2.0119702088529747e-07,5.681469189510555e-08,1.3613905396218528e-07,7.994332122194471e-08,1.4568314937365308e-07,7.142116863936537e-08
F0,S4,1.4104134695997432e-07,1.2800177886746828e-07,5.400244137312827e-08,6.716694674669715e-08,1.3844937853382387e-07,1.9634942635204155e-07,5.092156500014287e-08
F0,S5,7.030092635396256e-08,1.19280330825355e-07,5.6486176889774465e-08,6.182241875106981e-08,7.095312781466046e-08,7.953228392144737e-08,5.3232329815411816e-08
F0,S6,5.204646538968816e-08,1.1148165380302373e-07,6.659242540209825e-08,1.047433222378663e-07,6.447815236737e-08,7.145649111941228e-08,8.897294329262508e-08
F0,S7,1.2784392871642049e-07,9.313442810415434e-08,7.09741513155617e-08,7.730356606404901e-08,1.332287239222946e-07,1.1160177003049241e-07,5.889322698739048e-08
F0,S8,6.470740216673273e-08,7.984726817839632e-08,6.425119317578264e-08,1.8983979691650618e-07,7.553705606780418e-08,6.229971018568078e-08,1.0691885333455241e-07
F0,S9,6.093023370988836e-08,1.0186394177094344e-07,5.98887246988989e-08,8.950384223496538e-08,7.219013093811531e-08,7.416914725933589e-08,6.721852631240097e-08
F0,S10,4.6516710348952586e-08,1.1379767902306264e-07,4.2627602612851924e-08,6.102890087828433e-08,5.342773721601956e-08,7.960010729469388e-08,4.110593287959167e-08
F0,S11,1.1031015839067939e-07,1.2097197046401865e-07,5.001334723326906e-08,6.998143733635066e-08,1.1372676338950902e-07,1.1064045183596646e-07,5.1506248750440716e-08
F0,S12,648.1103382856412,3.0674268836442975e-07,1.0294837914168944e-07,1.921966127346545e-07,332.56209170597293,371.6179900316327,2.209322870134978e-07
F0,S13,1.5728349706914955e-06,5.504330469354254e-07,586.8614321149751,1.2011627269865265e-07,392.75377423539516,2.314900658019964e-07,347.13793826228283
F0,S14,6.832578150818725e-08,1.4252433282059046e-07,5.222393264200725e-08,6.308990049911475e-08,7.442176291441979e-08,1.2559118121846793e-07,4.677137243191872e-08
F0,S15,1.0207242007386443e-07,9.470297944073384e-08,5.68688657380749e-08,7.7784337590017e-08,8.960485363642669e-08,9.395071366818024e-08,5.8864330738226387e-08
F0,S16,1.8202295326188136e-07,1.2556458253918308e-07,9.731631332969382e-08,1.1511945766360492e-07,2.07035092201633e-07,1.2224748074316685e-07,9.615879582960723e-08
F0,S17,3.657996236389341e-07,7.872781461723048e-07,1.0960308548304806e-07,8.515199955171425e-07,2.2107974395653862e-07,10.960456839580175,4.855620166883635e-07
F0,S18,6.636378977970216e-05,1.283547819399684e-07,6.848524262622154e-08,8.564077749639617e-08,4.095154257811947e-07,2.383619254309568e-07,6.739192388175035e-08
F0,S19,8.885340514537907e-08,1.4349410905711646e-07,5.655171012996678e-08,1.3735318724004702e-06,7.952749469992891e-08,1.6126819972816065e-07,2.7120594453001695e-07
F0,S20,5.521246139563037e-08,8.530775007866169e-08,4.9442093958029396e-08,6.993412385728541e-08,6.156973195682837e-08,6.593810774245802e-08,5.117637643141026e-08
F0,S21,2.262574194098843e-07,3.765432901322788e-07,8.998145538392315e-08,5.556312216026057e-06,2.2630382273084213e-07,2.687206297155039e-07,14.018922548852453
