,0
W0,1.6958033866032451e-09
W1,1.8090023923278409e-09
W2,4.963289979009744e-08
W3,1.9571553266928277e-09
W4,5.081946863327858e-09
W5,4.72731132017401e-09
W6,1.123499293598229e-09
