,0
W0,3.6426085481267027e-09
W1,7.283180725181637e-10
W2,5.779521305981916e-09
W3,3.76009612335082e-09
W4,1.59325797000065e-09
W5,1.3732797787824325e-08
W6,1.1262379917553744e-09
