,0
W0,2.1181717491103313e-09
W1,1.2460451115359206e-08
W2,6.343752190218765e-10
W3,1.2912520275243367e-08
W4,8.826103070624924e-09
W5,1.1597346416536425e-09
W6,6.0602725060476814e-09
