,0
W0,1.210706312981813e-08
W1,4.108034024064011e-09
W2,1.2005587635144366e-09
W3,4.744296067116238e-10
W4,1.4443600759861397e-09
W5,4.644423734490033e-10
W6,0.0003866507490136728
