,,W0,W1,W2,W3,W4,W5,W6
F0,S0,4.120062754706817e-08,5.0392841183907025e-08,4.544638067545285e-08,2.6351151017514756e-08,6.543424996448776e-08,3.81023439068158e-08,9.81787138189134e-08
F0,S1,3.6470545642262964e-08,5.121268804016361e-08,7.826857988774395e-08,5.432941200202283e-08,7.687106592437278e-08,3.5185900735637966e-08,2.5131253892311624e-07
F0,S2,6.16645508965229e-08,1.0543251440052007e-07,5.0860457007725864e-08,2.8755677040988718e-08,1.1614658390232445e-07,5.85128453513809e-08,9.468519570557384e-08
F0,S3,4.471031543078451e-08,7.295213738531736e-08,5.121034251588965e-08,2.6259597349091635e-08,8.308508336669642e-08,3.816911297751373e-08,1.1896347866388413e-07
F0,S4,5.4872417925061054e-08,5.6872066266509e-08,5.313317639211463e-08,2.2487062889130162e-08,8.553283975163123e-08,3.391131440946453e-08,1.0310601193665798e-07
F0,S5,3.642170580786842e-07,1.4165594069280625e-07,6.093696925655559e-08,2.7355483753134188e-08,2.4110495616277997e-07,8.710387998407149e-08,1.2027172603987867e-07
F0,S6,4.3201364522708076e-08,3.351091209284737e-07,242.4375323886957,3.001657052055973e-08,1.0202731332120988e-06,5.6445500194140376e-08,93.55589412963897
F0,S7,3.840630933011314e-08,8.933861795327252e-08,3.907431870454251e-08,1.8386209933961557e-08,7.655175129436377e-08,3.790171788245244e-08,7.136000883756182e-08
F0,S8,6.16581050792004e-08,5.136738152424933e-08,4.88454125841213e-08,2.2962251750238378e-08,9.490408871495095e-08,4.0181806888114336e-08,9.374443530432074e-08
F0,S9,6.7118377241517e-08,7.403904245540348e-08,6.405648762125262e-08,51.266239317512685,9.435875796279863e-08,6.470236070074799e-08,53.18749510515183
F0,S10,1.4067190632159245e-07,7.399296531427846e-08,4.414425319304467e-08,2.7926079020989784e-08,1.0828223913032455e-07,7.018752004730474e-08,9.860650868592573e-08
F0,S11,4.5924075478822354e-08,6.651769904194942e-08,5.280362956795587e-08,2.1951678122660777e-08,8.451575055186696e-08,3.972299016407994e-08,1.0143660773678437e-07
