,0
W0,1.7382456585224304e-09
W1,4.096562644662072e-09
W2,7.133702517592155e-10
W3,1.677656791265747e-09
W4,1.5288786903155938e-09
W5,1.2705140273183704e-09
W6,4.967148914403197e-10
