,0
W0,9.95357463118296e-10
W1,9.682266099986236e-10
W2,8.33257907117968e-11
W3,7.415460467896651e-09
W4,2.7634603494419707e-09
W5,4.206643811066613e-09
W6,1.949345018736892e-09
