,0
W0,4.317972646106227e-09
W1,2.0013737334068082e-09
W2,2.9030911008476323e-10
W3,2.5992029639709813e-09
W4,1.065524779519933e-09
W5,3.3648626329707554e-08
W6,1.3269850773767189e-09
