,0
W0,4.5359738187755733e-10
W1,3.623017774678772e-09
W2,1.5012147080994964e-09
W3,5.289049198609064e-10
W4,2.3497259693527894e-09
W5,5.978086914382175e-10
W6,7.120481981814919e-11
