,,W0,W1,W2,W3,W4,W5,W6
F0,S0,1.0347008136752736e-07,1.6491671975185287e-07,1.0230572352079351e-07,7.374182284008559e-08,4.170884476425832e-08,1.4240273240022573e-07,6.324637900693538e-08
F0,S1,2.3950963384736625e-07,666.5288456877357,9.934694114706399e-08,1.0838709444760898e-07,3.572518489604528e-08,321.3914294988951,6.672770143162941e-08
F0,S2,6.343399562926719e-08,5.021853692860955e-08,7.32300093834071e-08,6.188275433141108e-08,1.8689883939203257e-08,7.17450781153266e-08,3.7601770820454854e-08
F0,S3,1.0586622788766793e-07,6.25345597655691e-08,1.1661589773647635e-07,8.318622695939322e-08,3.421358272284554e-08,9.271280925633652e-08,5.983555936052394e-08
F0,S4,1.3006063797709885e-07,5.5838362630665e-08,1.324243849745637e-07,8.792575545526447e-08,4.229977403627268e-08,1.101557320315991e-07,6.483583612922205e-08
F0,S5,7.628012142988446e-08,3.927525613423594e-08,1.197592627678979e-07,6.886326976404951e-08,2.463769260461125e-08,6.479512624717495e-08,4.817737345991368e-08
F0,S6,9.244798258850381e-08,4.7519386664212745e-08,9.508404052830855e-08,5.745559915910856e-08,2.6602323949929407e-08,8.484952113931685e-08,3.94319315970295e-08
F0,S7,21.63211897309804,71.16750153071185,27.77278564179891,1.0778409549108033e-07,57.00336105612701,116.39244869018401,6.529900199035208e-06
F0,S8,1.0592063526342543e-07,4.68550785148882e-08,8.639159708845562e-08,7.155059670525649e-08,3.273294875623356e-08,8.996133168680823e-08,4.937548941110631e-08
F0,S9,9.84126994416836e-08,4.103409401045196e-08,9.644902062299755e-08,6.413009322690461e-08,2.926875653488007e-08,7.59246858695623e-08,4.4103262734678075e-08
F0,S10,7.692660886164206e-08,5.098035392875167e-08,1.0537099524007977e-07,1.0408276956185421e-07,2.5419998878872047e-08,6.94222470498181e-08,6.001422126598454e-08
F0,S11,1.93500347321703e-07,95.19798887023482,529.7924593438719,1.0887882680333353e-07,43.849128149152456,56.54535203133977,44.042291031924336
F0,S12,9.068892780562742e-08,5.5225173797657715e-08,1.0964730992404088e-07,7.357407697200969e-08,3.290690969227646e-08,7.884887734752427e-08,5.883108240726304e-08
F0,S13,1.3123721652512558e-07,6.090735252602953e-08,1.8341913782167538e-06,8.443469112924291e-08,7.544915644181407e-08,9.942821004934538e-08,3.810622141281634e-07
F0,S14,1.1927115541617232e-07,6.151031255687716e-08,1.1199109161118352e-07,8.71789327486773e-08,3.427572873862883e-08,1.0064052826742937e-07,6.51059265382828e-08
