,0
W0,7.374408639293506e-09
W1,4.902070749324139e-09
W2,1.3570775614368813e-09
W3,2.50168874504908e-09
W4,1.0745159206848598e-09
W5,1.7242585137466902e-09
W6,2.8855565603613798e-08
