,0
W0,4.2054919635603483e-07
W1,6.182035439117328e-09
W2,6.006536490410497e-09
W3,1.7285671116695767e-08
W4,1.990929532347252e-09
W5,4.5640768941979104e-10
W6,6.229806004398596e-09
