,0
W0,5.102267497392177e-09
W1,1.1342026651206538e-08
W2,9.596251571153402e-10
W3,3.79339404332768e-09
W4,4.7353488907830865e-09
W5,7.660545531251728e-10
W6,1.2903305379730057e-07
