,0
W0,2.3026257567337893e-09
W1,3.8770103794050215e-09
W2,4.409014264794564e-10
W3,5.177226092278886e-09
W4,1.490953915883608e-09
W5,1.98381910898604e-09
W6,8.99681329435964e-10
