,0
W0,3.1429721047970816e-09
W1,9.656979327310466e-09
W2,3.2080371692444487e-10
W3,1.359202084216804e-09
W4,6.707280286732953e-10
W5,4.237301753917677e-08
W6,8.406781937253527e-10
