,0
W0,1.609246069733672e-10
W1,3.5195711900470883e-09
W2,1.7985021250055413e-09
W3,1.189763065845284e-09
W4,4.867044545164845e-10
W5,2.6547744003124762e-09
W6,1.6515763312519027e-08
