,0
W0,1.0549622286859517e-09
W1,1.3486600725087783e-09
W2,1.383986925063141e-09
W3,1.166442942235335e-09
W4,5.353248955231038e-10
W5,3.5571360301744903e-09
W6,3.4530311943115066e-10
