,0
W0,4.665186015273548e-10
W1,4.6550309251713884e-07
W2,1.8593679929068685e-09
W3,6.671238006461522e-10
W4,0.00011070567532989184
W5,1.2361894841106391e-09
W6,8.82163675441916e-10
