,0
W0,1.0946802353473117e-09
W1,5.528318913761154e-10
W2,5.013007564613758e-09
W3,8.065582424165996e-09
W4,2.0617199059103086e-09
W5,7.244871369493922e-10
W6,8.713102905844039e-09
