,0
W0,2.300314050351915e-09
W1,2.9456513894743352e-09
W2,1.009692440767651e-09
W3,2.177319391449828e-08
W4,1.3195727843751115e-09
W5,4.3472470068195435e-10
W6,1.3668834286661992e-08
